PMID,DOI,Title,Journal,Year,FirstAuthor,Keywords,Abstract
42569353,10.1016/j.ijpx.2026.100621,Nanozyme-based therapeutic strategies for traumatic brain injury.,International journal of pharmaceutics: X,2026,"Ma, Yi",Catalytic nanomedicine; Ferroptosis; Nanozyme; Neuroinflammation; Oxidative stress; Traumatic brain injury,"Traumatic brain injury (TBI) is a leading cause of mortality and long-term neurological disability worldwide. Secondary injury, characterized by oxidative stress, neuroinflammation, blood brain barrier dysfunction, and lipid peroxidation, plays a crucial role in the progression of neurological damage following the initial mechanical insult. Despite substantial advances in clinical management, current therapeutic strategies remain largely supportive and have shown limited efficacy in preventing t"
42565534,10.1002/advs.77025,Intranasal Delivery of Gallium-Quercetin Nanoparticles for Multi-Target Ferroptosis Inhibition in Parkinson's Disease.,"Advanced science (Weinheim, Baden-Wurttemberg, Germany)",2026,"Xu, Keyang",Parkinson's disease therapy; ferroptosis inhibition; gallium quercetin nanoparticles; intranasal drug delivery; iron metabolism regulation,"Ferroptosis contributes to Parkinson's disease (PD) through interconnected processes including iron dysregulation, oxidative stress, and mitochondrial dysfunction, yet current therapies targeting single pathways remain insufficient. Herein, we developed gallium-quercetin nanoparticles (GQNPs) as an intranasally deliverable nanoplatform for multi-target ferroptosis inhibition. In vitro, GQNPs suppressed ferroptosis by coordinating iron regulation and antioxidation. Ga(3) (+) interfered with trans"
42564294,10.3389/fnagi.2026.1857642,Ferroptosis-related biomarkers for diagnosis and mechanistic insights into Alzheimer's disease.,Frontiers in aging neuroscience,2026,"Zhao, Mingchen",ATP6V1E1; Alzheimer's disease; NFKBIA; SUB1; bioinformatics analysis; ferroptosis,"BACKGROUND: Alzheimer's disease (AD) lacks reliable early diagnostic biomarkers and effective disease-modifying therapies. Ferroptosis has been increasingly implicated in AD pathogenesis; however, ferroptosis-related genes with diagnostic and mechanistic relevance remain insufficiently characterized. METHODS: Transcriptomic datasets were obtained from the GEO database and analyzed using differential expression analysis and WGCNA, followed by integration with ferroptosis-related gene sets. Key ta"
42560543,10.1007/s11064-026-04823-6,Carboxypeptidase E Alleviates Depressive-Like Behaviors in Mice by Regulating BDNF/Nrf2 Axis-Mediated Ferroptosis.,Neurochemical research,2026,"Li, Wenjie","Animals; *NF-E2-Related Factor 2/metabolism; *Brain-Derived Neurotrophic Factor/metabolism; Mice; *Ferroptosis/physiology/drug effects; Male; *Depression/metabolism; *Carboxypeptidase H/metabolism/genetics; Hippocampus/metabolism/pathology; Oxidative Stress/physiology; Signal Transduction/physiology; Mice, Inbred C57BL; Brain-derived neurotrophic factor; Carboxypeptidase E; Depression; Ferroptosis; Nuclear factor erythroid 2-related factor 2","Carboxypeptidase E (CPE) may be a therapeutic target for depression. This study investigated the mechanistic insights into the possible regulatory role of CPE in ferroptosis in a mouse model of chronic unpredictable mild stress (CUMS)-induced depression. One week before CUMS exposure, mice received injections of adeno-associated virus-CPE. One week after CUMS induction, the Nrf2 inhibitor ML385 was administered. Behavioral tests were performed 3 weeks after CUMS induction. Ionized calcium-bindin"
42550338,10.1007/s11033-026-12520-4,Recent insights in pathogenesis of endometriosis with focus on gut microbiota.,Molecular biology reports,2026,"Kardan, Romina",Humans; *Endometriosis/microbiology/metabolism/immunology; Female; *Gastrointestinal Microbiome/physiology; Animals; Dysbiosis/microbiology; Fecal Microbiota Transplantation; Estrogens/metabolism; Bacterial metabolite; Dysbiosis; Endometriosis; Estrogen; Gut Microbiota; Immune regulation,"EMs is a chronic, estrogen-dependent systemic inflammatory disorder defined by the ectopic implantation of endometrial glands and stroma and is frequently associated with dysmenorrhea, chronic pelvic pain, infertility, and substantial impairment in quality of life. Despite its high prevalence and socioeconomic burden, the etiopathogenesis of EMs remains incompletely elucidated and appears to involve intricate interactions among endocrine dysregulation, immune dysfunction, epigenetic reprogrammin"
42548587,10.3389/fstro.2026.1769395,"Autophagy in ischemic stroke: pathophysiology, therapeutics, and challenges ahead.",Frontiers in stroke,2026,"Tshimbombu, Tshibambe N",autophagy; ischemia-reperfusion injury; ischemic stroke; neuroprotection; therapeutic targets,"Autophagy is a fundamental cellular homeostatic process that exerts a dual, context-dependent influence on the pathophysiology of ischemic stroke. Functioning as both a neuroprotective survival mechanism and a neurotoxic pathway, autophagy presents a complex therapeutic challenge as well as a potential target for molecular intervention. This narrative review synthesizes preclinical and emerging clinical evidence to summarize key mechanisms regulating autophagy in ischemic injury, evaluate therap"
42545731,10.4103/mgr.MEDGASRES-D-26-00073,"Oxidative stress, aging, metabolism, SIRT1, and the gut microbiota: the neurocardiac basis of cognitive loss.",Medical gas research,2026,"Maiese, Kenneth",APOE; Alzheimer's disease; GLP-1; cardiac disease; cell senescence; dementia; diabetes mellitus; gut microbiota; mechanistic target of rapamycin (mTOR); mitochondria; multiple sclerosis; oxidative stress; programmed cell death; silent mating type information regulation 2 homolog 1 (SIRT1),"FactsCardiovascular disease, Alzheimer's disease, and multiple sclerosis share a neurocardiac basis linked by cellular metabolism and diabetes, indicating the presence of common pathological pathways.Current care remains symptomatic and prevention focused, and interventions targeting shared pathways such as oxidative stress, senescence, and autophagy are lacking.Apolipoprotein E (APOE), glucagon-like peptide-1 (GLP-1) agonism, silent mating type information regulation 2 homolog 1 (Saccharomyces "
42545622,10.1007/s13760-026-03150-5,Dysregulation of ferroptosis-related plasma biomarkers in treatment-free patients with relapsing-remitting multiple sclerosis in clinical remission: a case-control study.,Acta neurologica Belgica,2026,"Nazari-Robati, Mahdieh",Ferritin; GPX4; GSH; Iron; MDA; Multiple sclerosis,"BACKGROUND: Ferroptosis, an iron-dependent form of programmed cell death characterized by lipid peroxidation, has emerged as a key mechanism associated with neuroinflammation. This process is particularly relevant in relapsing-remitting multiple sclerosis (RRMS), where neuroinflammatory pathways contribute significantly to disease pathology. METHODS: This study included 38 patients with RRMS and 38 healthy controls. Plasma levels of key ferroptosis-related biomarkers, including malondialdehyde ("
42544873,10.1002/advs.76989,Targeting Hippocampal PTEN Suppresses Ferroptosis and Rescues Cognitive Decline in Alzheimer's Disease via Dual AKT/GSK3beta/Nrf2 and AKT/STAT3 Axes.,"Advanced science (Weinheim, Baden-Wurttemberg, Germany)",2026,"Wang, Da-Wei",alzheimer's disease; ferroptosis; glutathione peroxidase 4; nuclear factor erythroid 2-related factor 2; phosphatase and tensin homolog; signal transducer and activator of transcription 3,"Elevated phosphatase and tensin homolog (PTEN) expression is observed in Alzheimer's disease (AD) brain, yet the precise mechanism through which PTEN contributes to AD progression remains undefined. This study provides the direct evidence that PTEN promotes neurodegeneration by driving neuronal ferroptosis. Using APP/PS1 transgenic mice with hippocampal-specific PTEN knockdown mediated by adeno-associated virus (AAV), we demonstrated that downregulation of PTEN substantially ameliorates cognitiv"
42543885,10.1096/fj.202503867R,Ferroptosis-Based Peripheral Immune Dysregulation and Diagnostic Signatures in Parkinson's Disease: An RNA Transcriptomic and Single-Cell Immune Sequencing Analysis.,FASEB journal : official publication of the Federation of American Societies for,2026,"Cheng, Lei",Humans; *Ferroptosis/genetics/immunology; *Parkinson Disease/immunology/genetics/diagnosis; *Transcriptome; Single-Cell Analysis/methods; Single-Cell Gene Expression Analysis; Female; Gene Expression Profiling; Male; Parkinson's disease; diagnostic model; ferroptosis; immune infiltration; immune microenvironment,"Parkinson's disease (PD) is a common neurodegenerative disorder in which ferroptosis and immune dysregulation have been implicated. However, the crosstalk between ferroptosis-related transcriptional signatures and peripheral immune alterations in PD remain unclear. Herein, we integrated bulk transcriptomic datasets and a peripheral blood single-cell dataset to identify ferroptosis-related genes associated with PD and to evaluate their diagnostic potential. Initially, we identified 16 abnormally "
42536137,10.1007/s11010-026-05666-z,UCHL1-mediated deubiquitination of PARK7 suppresses ferroptosis and enhances tumor progression in triple-negative breast cancer.,Molecular and cellular biochemistry,2026,"Chen, Shaojun",Deubiquitination; Ferroptosis; PARK7; Triple-negative breast cancer; UCHL1,"Triple-negative breast cancer (TNBC) has a poor prognosis due to the lack of targeted treatment. Previous studies have shown that the deubiquitinase UCHL1 is significantly upregulated in TNBC tissues and positively correlated with shorter overall survival in patients, suggesting that UCHL1 may drive TNBC progression. The latest research suggests that ferroptosis deficiency can promote tumor metastasis, but it is still unclear whether UCHL1 affects TNBC by regulating ferroptosis. Based on the pot"
42532345,10.1016/j.neuint.2026.106232,BACH1/HO-1 axis dysregulation links Down syndrome to Alzheimer-like neurodegeneration.,Neurochemistry international,2026,"Di Domenico, Fabio",Alzheimer's disease; BACH1; Down syndrome; HO-1; NRF2,"Down syndrome (DS), caused by trisomy of chromosome 21, is characterized by early-onset oxidative stress, impaired neuronal development, and an increased risk of Alzheimer's disease (AD)-like neuropathology. Among chromosome 21 genes, the transcription factor BTB and CNC homology 1 (BACH1) has emerged as a critical regulator of redox homeostasis. Under physiological conditions, the balance between BACH1 and nuclear factor erythroid 2-related factor 2 (NRF2) warrants tight control of antioxidant "
42528342,10.9758/cpn.26.1403,Neurovascular Actions of Dipeptidyl Peptidase-4 Inhibitors and Their Implications for Cognitive Dysfunction in Type 2 Diabetes Mellitus.,Clinical psychopharmacology and neuroscience : the official scientific journal of,2026,"Mohammad, Aseel H",Cognitive dysfunction; Diabetes mellitus; Dipeptidyl-peptidase IV inhibitors; Glucagon-like peptide 1; Incretins; Nervous system,"Type 2 diabetes mellitus is a major contributor to cognitive dysfunction and neurodegeneration, driven by complex metabolic, vascular, and inflammatory disturbances. Although conventional antidiabetic therapies primarily focus on glycemic control, few effectively preserve the integrity of the neurovascular unit (NVU), a critical determinant of brain health. This review examines the neuroprotective potential of dipeptidyl peptidase-4 (DPP-4) inhibitors, highlighting their unique ability to link m"
42523149,10.1177/13872877261470430,Novel blood lncRNA biomarkers associated with clinical severity and specific cognitive dimensions in Alzheimer's disease.,Journal of Alzheimer's disease : JAD,2026,"Mosquera-Heredia, Maria I",Alzheimer's disease; biomarkers; exosomes; long non-coding RNA; neuropsychological tests; predictive power score,"BackgroundDifferential expression of long non-coding RNAs (lncRNAs) in brain, serum, and blood show strong potential to distinguish Alzheimer's disease (AD) from healthy controls.ObjectiveTo explore whether lncRNA signatures delineate AD pathology and map to distinct, multidimensional cognitive domains, enhancing specificity in assessing AD severity and progression.MethodsWe profiled 29,603 lncRNAs transcripts in blood samples from 15 AD patients and 15 healthy controls, alongside comprehensive "
42521052,10.1016/j.neubiorev.2026.106893,Exploring ferroptosis: Unraveling its potential role in autistic spectrum disorder.,Neuroscience and biobehavioral reviews,2026,"Abaszadeh, Yasaman",Autism spectrum disorder; Ferroptosis; Immune dysregulation; Iron metabolism; Lipid peroxidation,"Autism spectrum disorder (ASD) is a diverse neurodevelopmental disorder characterized by ambiguous etiological mechanisms and the absence of recognized disease-modifying pharmacotherapies. Ferroptosis, an iron-dependent and lipid peroxidation-driven mechanism of regulated cell death, has been associated with neurodevelopment and neurodegeneration, prompting interest in its potential role in ASD. This narrative review consolidates from molecular and clinical studies, animal models, and in vitro s"
42517390,10.2174/011570159X479697260707073238,Targeting Ferroptosis-associated Histone Acylation for Amelioration of Neurological Disease.,Current neuropharmacology,2026,"Guo, Xin",Histone acylation; ferroptosis; hallmark; neurological disease; post-translational modifications; therapeutic strategy,"Ferroptosis is an iron-dependent, lipid peroxidation-driven form of programmed cell death. There is substantial evidence supporting the critical role of ferroptosis in multiple neurological diseases, including stroke, Alzheimer's disease, Parkinson's disease, epilepsy, and traumatic brain injury. Histone acylation, an important epigenetic mechanism, effectively regulates ferroptosis. To date, the regulation of ferroptosis by histone acylation in neurological diseases has rarely been summarized. "
42517186,10.1111/jcmm.71252,"Mitochondrial Dysfunction at the Crossroads of Necroptosis: Mechanisms, Molecular Mediators, and Therapeutic Opportunities.",Journal of cellular and molecular medicine,2026,"Wang, Fengxin",Humans; *Necroptosis; *Mitochondria/metabolism/pathology; Animals; Signal Transduction; Neoplasms/metabolism/pathology; Apoptosis; Neurodegenerative Diseases/metabolism/pathology; Autophagy; Necrosis; Cardiovascular Diseases/metabolism/pathology; cancer therapy; cardiovascular disease; inflammatory pathways; mitochondrial dysfunction; necroptosis; neurodegeneration,"The conceptual landscape of cell death has evolved beyond the traditional dichotomy of apoptosis and necrosis to encompass diverse regulated pathways including necroptosis, autophagy, ferroptosis, and pyroptosis. Necroptosis, a caspase-independent inflammatory form of programmed cell death, has emerged as a critical driver of the pathogenesis of cardiovascular disorders, neurodegenerative diseases, and cancer. Concurrently, our understanding of mitochondrial biology has undergone a paradigm shif"
42514879,10.3390/pharmaceutics18070798,Dual Targeting of AChE Inhibition and GPX4 Binding by Plant-Derived Compounds for the Treatment of Alzheimer's Disease: Insights from Molecular Docking and Molecular Dynamics Simulations.,Pharmaceutics,2026,"Osmanlioglu Dag, Suheda Rumeysa",AChE; Alzheimer's disease; GPX4; ferroptosis; in silico; molecular docking; molecular dynamics simulation,"Background/Objectives: Alzheimer's disease (AD) is primarily characterized by cholinergic dysfunction, for which acetylcholinesterase (AChE) inhibition remains the mainstay of symptomatic treatment. However, additional hypotheses such as ferroptosis-an iron-dependent form of regulated cell death-have gained prominence in explaining disease progression. Glutathione peroxidase 4 (GPX4), a critical antioxidant enzyme, plays a protective role by suppressing ferroptotic pathways. In this context, ide"
42510609,10.3390/antiox15070878,"Plant-Derived Natural Compounds and Nrf2-Centered Redox Signaling in Intracerebral Hemorrhage: Evidence Grading, Mechanistic Boundaries, and Translational Challenges.","Antioxidants (Basel, Switzerland)",2026,"Gao, Xu",Nrf2; evidence grading; ferroptosis; intracerebral hemorrhage; plant-derived natural compounds,"Intracerebral hemorrhage (ICH) is a devastating stroke subtype in which secondary brain injury is driven by oxidative stress, iron overload, ferroptosis, neuroinflammation, blood-brain barrier disruption, and defective hematoma clearance. Nrf2 is a redox-sensitive transcription factor that coordinates antioxidant defense, iron handling, inflammatory regulation, and neurovascular unit protection through downstream effectors such as HO-1, NQO1, GPX4, and SLC7A11. Plant-derived natural compounds ha"
42510529,10.3390/antiox15070798,Metabolic Reprogramming Associated with Ferroptosis Protection by an Indole-Based Antioxidant in Abeta(25-35)-Treated SH-SY5Y Cells.,"Antioxidants (Basel, Switzerland)",2026,"Vietri, Mariapia",Alzheimer; amyloid-beta (Abeta); ferroptosis; indole nucleus; metabolic reprogramming; oxidative stress,"Ferroptosis has emerged as a critical mechanism linking iron dysregulation, oxidative stress, and neurodegeneration in amyloid-associated pathologies. Building on our previous work, which identified compound 20 as a promising antioxidant and neuroprotective agent, the present study investigates the molecular mechanisms underlying its protective activity against amyloid-induced ferroptosis in human neuroblastoma SH-SY5Y cells exposed to Abeta(25-35). Compound 20 (3-(((4-hydroxybenzyl)(methyl)amin"
42505382,10.3390/cells15141272,"Lipid Droplets as Metabolic-Epigenetic Signaling Hubs: Interplay Between Phase Separation, Cellular Adaptation, and Disease.",Cells,2026,"Ai, Bin","Humans; Phase Separation; *Epigenesis, Genetic; *Signal Transduction; *Lipid Droplets/metabolism; Animals; Metabolic Reprogramming; *Adaptation, Physiological; cancer metabolism; cellular adaptation; epigenetics; ferroptosis; lipid droplets; metabolic reprogramming; phase separation","Lipid droplets (LDs) were long thought to be passive organelles merely for neutral lipid storage. Mounting evidence redefines LDs as dynamic metabolic signaling hubs orchestrating cellular stress adaptation, with multifaceted roles in organelle crosstalk, metabolic reprogramming, redox balance and immune signaling. LD function is tightly intertwined with liquid-liquid phase separation (LLPS) and epigenetic remodeling, bridging cellular metabolism to gene expression and cell fate control. LD biog"
42496936,10.1007/s10792-026-04179-4,Neurotoxic effects of dietary glutamate in glaucoma and potential nutritional and pharmacological therapies: a scoping review.,International ophthalmology,2026,"de Castro, Larysse Maria Santiago",Humans; *Glutamic Acid/toxicity/adverse effects/metabolism; *Glaucoma/metabolism/drug therapy; Neuroprotective Agents/therapeutic use; Animals; Oxidative Stress; Retinal Ganglion Cells/pathology; Antioxidants/therapeutic use; *Diet; Excitotoxicity; Glaucoma; Glutamate; Glutamine; Neuroprotection,"PURPOSE: To synthesize the available evidence on the relationship between dietary glutamate or glutamatergic metabolism and glaucomatous neurodegeneration, with emphasis on biomarkers, retinal injury mechanisms, and nutritional, antioxidant, or pharmacological strategies with neuroprotective potential. METHODS: This study was conducted as a systematic and bibliometric literature review following the PRISMA 2020 logic of identification, screening, eligibility, and inclusion. Searches were perform"
42492708,10.1016/j.ijbiomac.2026.153649,"Retraction notice to ""Role of miRNA regulation in IGFBP-2 overexpression and neuronal ferroptosis: Insights into the Nrf2/SLC7A11/GPX4 pathway in Alzheimer's disease"" [Int. J. Biol. Macromol. 287 (2025) 138537].",International journal of biological macromolecules,2026,"Luo, Chenliang",,
42491041,10.3389/fnmol.2026.1820758,Histone lactylation-mediated glycolysis-ferroptosis axis in neurological diseases.,Frontiers in molecular neuroscience,2026,"Wei, Zengrong",epigenetics; ferroptosis; glycolysis; histone lactylation; neurological diseases,"Histone lactylation is an emerging epigenetic modification that covalently links the glycolytic metabolite lactate to histones, thereby establishing a direct link between cellular metabolic status and gene transcription programs. Recent studies have shown that this modification plays a key role in regulating cellular sensitivity to ferroptosis, forming a novel regulatory axis of ""glycolysis-lactylation-ferroptosis."" This article systematically reviews the biological functions of histone lactylat"
42480533,10.1016/j.chembiol.2026.06.010,Dual-function PROTAC suppresses ferroptosis and restores neuronal function via brain-targeted delivery.,Cell chemical biology,2026,"Ma, Tianyu",Delivery; PROTAC; dual-function PROTAC; ferroptosis; lipid nanoparticles; neurodegeneration; targeted protein degradation,"Targeted protein degradation (TPD) via proteolysis-targeting chimeras (PROTACs) offers a promising strategy for modulating disease-associated proteins, yet effective brain-preferred protein degradation remains challenging. Herein, we report a dual-function PROTAC, dACSL4, and its nose-to-brain delivery for brain-preferred protein degradation and therapeutic suppression of ferroptosis in neurodegeneration. dACSL4 selectively degrades acyl-CoA synthetase long-chain family member 4 (ACSL4) while co"
42480356,10.1016/j.ejmech.2026.119169,Dual-acting molecular hybrid strategy: A dopamine D2 receptor agonist with synergistic anti-ferroptosis activity for the treatment of Parkinson's disease.,European journal of medicinal chemistry,2026,"Zhu, Qi",,"Parkinson's disease (PD) is a progressive neurodegenerative disorder. Accumulating evidence suggests iron homeostasis in the substantia nigra pars compacta and the subsequent induction of ferroptosis play pivotal roles in PD pathogenesis. In this study, we proposed a dual-acting molecular hybrid strategy and identified a promising lead compound 27e. 27e exhibited potent agonistic activity on dopamine D2 receptor (EC(50) = 0.0325 nM), demonstrating 10-fold superior to clinical dopamine D2 agonist"
42479245,10.1007/s11011-026-01941-6,Seipin modulates Alzheimer's disease pathogenesis by regulating ferroptosis through a glycine-mediated metabolic pathway.,Metabolic brain disease,2026,"An, Xiaoqiong","Animals; *Alzheimer Disease/metabolism/genetics/pathology; *Ferroptosis/physiology; *GTP-Binding Protein gamma Subunits/metabolism/genetics; *Glycine/metabolism; Mice; Mice, Transgenic; Microglia/metabolism; *Metabolic Networks and Pathways/physiology; *Heterotrimeric GTP-Binding Proteins/metabolism/genetics; Humans; Hippocampus/metabolism; Alzheimer's disease; EQTL; Ferroptosis; Mendelian randomization (MR); Seipin","Alzheimer's disease (AD) remains an incurable neurodegenerative disorder with an elusive pathogenesis, where emerging evidence implicates metabolic dysregulation and ferroptosis in neuronal loss. Although the BSCL2 gene, which encodes Seipin, is crucial for lipid metabolism, its specific role in the progression of AD remains undefined. This study employed Mendelian randomization (MR) analysis, in vivo APP/PS1 mouse models, and in vitro BV2 microglial assays to elucidate the mechanistic axis link"
42474555,10.1007/s11011-026-01939-0,Neural network-enhanced investigation of ferroptosis and druggability in early-onset alzheimer's disease.,Metabolic brain disease,2026,"Singh, Pratibha","*Ferroptosis/physiology/genetics/drug effects; *Alzheimer Disease/metabolism/drug therapy/genetics; Humans; Biomarkers/metabolism; MicroRNAs/genetics/metabolism; Oxidative Stress/physiology; *Neural Networks, Computer; Machine Learning; Alzheimer's disease (AD); Biomarkers; Ferroptosis; MiRNA; Neurodegeneration; Neuroinflammation","Alzheimer's disease (AD) is a complex neurodegenerative disorder which is multifactorial in nature. Some of its characteristics are slow cognitive decline, memory problems and behavioral changes. AD patient brains show a progressive synaptic toxicity, autophagy, neuroinflammation, excess generation of reactive oxygen species (ROS), neuronal death and oxidative stress, which occurs due to disrupted metal homeostasis along with tau and amyloid-beta protein deposition. Notably, lipid peroxidation, "
42474538,10.1007/s10571-026-01775-x,Monomethyl Fumarate Modulates Iron Metabolism and Mitochondrial Function in Microglia with Implications for Multiple Sclerosis Progression.,Cellular and molecular neurobiology,2026,"Dann, Justus","Animals; *Microglia/metabolism/drug effects/pathology; *Mitochondria/drug effects/metabolism; *Fumarates/pharmacology; *Iron/metabolism; *Multiple Sclerosis/metabolism/pathology/drug therapy; Mice; *Maleates/pharmacology; *Disease Progression; Mice, Inbred C57BL; Cells, Cultured; Dimethyl Fumarate/pharmacology; NF-E2-Related Factor 2/metabolism; Microglia; Mitochondria; Neuroinflammation; Neuroprotection; Progressive multiple sclerosis","Fumaric acid esters have proven to be effective medications in relapsing-remitting multiple sclerosis with neuroprotective effects. In this study, we investigated the impact of fumaric acid esters on primary murine microglia in vitro compared to DMSO vehicle control. Monomethyl fumarate (MMF) increased MTT reduction in a dose-dependent manner, whereas dimethyl fumarate (DMF) exhibited a biphasic response with low concentrations enhancing MTT reduction and higher concentrations inducing toxicity."
42468577,10.1016/j.arr.2026.103263,Targeting neuroinflammation and neurodegeneration in Parkinson's disease: Emerging natural and synthetic therapeutic strategies.,Ageing research reviews,2026,"Arbab, Safia",Biotechnology; Gene therapy; Neuroprotection; Oxidative stress; Parkinson's disease; Targeted drug delivery; Therapeutic plants; alpha-synuclein,"Parkinson's disease (PD) is the second most prevalent neurodegenerative disorder worldwide. It is associated with the ongoing degeneration of dopaminergic neurons in the substantia nigra and the formation of Lewy bodies that contain alpha-synuclein. These pathological changes lead to abnormalities of motor symptoms (tremor, rigidity, bradykinesia) and non-motor symptoms (cognitive decline, sleep abnormalities, psychiatric abnormalities). The pathogenesis of PD is complex and multifactorial, invo"
42464547,10.7507/1002-1892.202602018,[Mechanisms of Piezo1-mediated microglial ferroptosis in inhibiting spinal cord injury repair].,Zhongguo xiu fu chong jian wai ke za zhi = Zhongguo xiufu chongjian waike zazhi =,2026,"Wang, Zesen","Animals; *Microglia/metabolism; *Spinal Cord Injuries/metabolism/pathology/physiopathology; *Ferroptosis/physiology; Female; *Ion Channels/metabolism/genetics/antagonists & inhibitors; Mice, Inbred C57BL; Mice; Reactive Oxygen Species/metabolism; Cells, Cultured; Membrane Potential, Mitochondrial; Disease Models, Animal; Recovery of Function; Mitochondria/metabolism; Piezo1; Spinal cord injury; ferroptosis; mice; microglia; neuroinflammation","OBJECTIVE: To investigate the mechanism of the mechanosensitive ion channel Piezo1 in microglial ferroptosis following spinal cord injury (SCI), and to assess the effects of Piezo1 inhibition on ameliorating the injury microenvironment and promoting neurological functional recovery. METHODS: Primary microglia cells were extracted from neonatal 1-2 days C57BL/6 mice and divided into control group, Yoda1 (Piezo1 agonist) group, and Yoda1+GsMTx4 (Piezo1 inhibitor) group. Live/dead cell staining, re"
42451124,10.3390/nu18132121,Neuroprotective Effects of Sorghum Polyphenol in Alzheimer's Disease: In Vitro and In Silico Analyses.,Nutrients,2026,"Abdulraheem, Rasheed A",*Polyphenols/pharmacology/isolation & purification; *Alzheimer Disease/drug therapy/metabolism; *Sorghum/chemistry/genetics; *Neuroprotective Agents/pharmacology; Amyloid beta-Peptides/metabolism; Oxidative Stress/drug effects; Humans; Cell Survival/drug effects; *Plant Extracts/pharmacology; Animals; Computer Simulation; Peptide Fragments/metabolism; Mitochondria/drug effects/metabolism; Mice; Cell Line; Signal Transduction/drug effects; Alzheimer's disease; Sorghum bicolor; amyloid beta; polyphenols; signalling pathways,"BACKGROUND/OBJECTIVE: Accumulation of amyloid-beta (Abeta) senile plaques in the human brain is a major hallmark of Alzheimer's disease (AD), which manifests as progressive decline in memory and cognitive functions and currently lacks effective disease-modifying therapies. Emerging evidence demonstrates that polyphenol-rich plant foods are potential complementary therapies for AD. METHODS: In this study, we investigated crude polyphenol extracts (CPEs) and purified polyphenol extracts (PPEs) fro"
42451075,10.3390/nu18132071,"Maltol Protects Neuronal Cells by Alleviating Chronic Neuroinflammation, Pyroptosis, and Ferroptosis via HSP70 Upregulation in Microglia.",Nutrients,2026,"Wang, Jian-Qiang",*Microglia/drug effects/metabolism; Animals; *HSP70 Heat-Shock Proteins/metabolism/genetics; *Pyroptosis/drug effects; *Neurons/drug effects/metabolism; Mice; Up-Regulation/drug effects; Humans; Toll-Like Receptor 4/metabolism; *Neuroinflammatory Diseases/drug therapy/metabolism; Oxidative Stress/drug effects; Signal Transduction/drug effects; *Neuroprotective Agents/pharmacology; Myeloid Differentiation Factor 88/metabolism; Cell Line; *Pyrones/pharmacology; Male; HMC3 cells; HSP70; ginseng; maltol; microglial pyroptosis; neuroinflammation,"Objectives: Neuroinflammation is recognized as a significant characteristic of Alzheimer's disease (AD). Currently, there is a notable absence of effective pharmacological agents to prevent or treat neuroinflammatory processes associated with AD. Heat shock protein 70 (HSP70) is pivotal in the progression of neuroinflammation. In this study, we explored the potential of maltol, a Maillard reaction product derived from red ginseng, as a therapeutic agent for neuroinflammation. Methods: In vitro, "
42443164,10.1038/s41419-026-09047-8,Lineage-specific Nrf2 signaling orchestrates distinct neuroprotective mechanisms in acute ischemic stroke.,Cell death & disease,2026,"Li, Xiaoxiao",,"Nuclear factor erythroid 2-related factor 2 (Nrf2), a key antioxidant transcription factor, shows neuroprotective potential in ischemic stroke (IS); however, its cell type-specific functions across different neural lineages remain partially understood. This study innovatively employs a comparative knockout paradigm, utilizing neural lineage knockout (Nrf2(flox/flox); Nestin-Cre, targeting neural progenitor cells and their derived lineages) and astrocyte-biased knockout (Nrf2(flox/flox); GFAP-Cre"
42439630,10.3390/cells15131153,Redox-Mitochondria-Immune Network Dysregulation in Schizophrenia: From Selective Cellular Vulnerability to Circuit Dysfunction.,Cells,2026,"He, Tingyan",Humans; *Schizophrenia/immunology/metabolism/pathology; Oxidation-Reduction; *Mitochondria/metabolism/immunology; Oxidative Stress; Animals; biomarker stratification; mitochondrial dysfunction; neuroinflammation; parvalbumin interneurons; redox dysregulation; schizophrenia,"Oxidative stress has been recognized as a repeatedly validated pathophysiological factor in schizophrenia, but its mechanistic role and translational relevance remain incompletely defined. Prior work has advanced redox dysregulation, neuroinflammation, and NMDA receptor hypofunction as a putative central hub in schizophrenia. This narrative review proposes an evidence-weighted redox-mitochondria-immune framework that integrates peripheral biomarkers, magnetic resonance spectroscopy, postmortem f"
42437012,10.1016/j.ibneur.2026.05.015,Taurochenodeoxycholic acid alleviates MPP(+)/MPTP-induced neurotoxicity in vitro and in vivo by suppressing ferroptosis via TGR5/cGAS/STING signaling pathway.,IBRO neuroscience reports,2026,"Wang, Lupeng",Ferroptosis; Parkinson's disease; TGR5; Taurochenodeoxycholic acid; cGAS-STING,"Parkinson's disease (PD) is characterized by progressive loss of dopaminergic neurons in the substantia nigra, with ferroptosis emerging as critical pathogenic mechanisms. Recent evidence suggests that STING activation can induce neuronal ferroptosis through autophagic degradation of GPX4. Taurochenodeoxycholic acid (TCDCA), a naturally occurring bile acid, has demonstrated neuroprotective properties through activation of Takeda G protein-coupled receptor 5 (TGR5). However, whether TCDCA can imp"
