Analysis,Score,Split,K,Pooled_rho,CI_low,CI_high,Q,I2,Train_rho,Val_rho,Same_direction,Val_CI_crosses_zero
L2CO,score_Myeloid,leave:LIHC+LUSC,30,0.1175,0.0962,0.1388,104.65,0.723,,,,
L2CO,score_M2_Macrophage,leave:LIHC+MESO,30,0.133,0.1122,0.1536,131.64,0.78,,,,
L2CO,score_Myeloid,leave:LIHC+MESO,30,0.1082,0.0873,0.129,119.05,0.756,,,,
L2CO,score_M2_Macrophage,leave:LIHC+OV,30,0.1336,0.1124,0.1547,131.81,0.78,,,,
L2CO,score_Myeloid,leave:LIHC+OV,30,0.1083,0.087,0.1295,119.33,0.757,,,,
L2CO,score_M2_Macrophage,leave:LIHC+PAAD,30,0.1349,0.114,0.1556,129.1,0.775,,,,
L2CO,score_Myeloid,leave:LIHC+PAAD,30,0.1091,0.0881,0.13,118.43,0.755,,,,
L2CO,score_M2_Macrophage,leave:LIHC+PCPG,30,0.1271,0.1062,0.1479,120.42,0.759,,,,
L2CO,score_Myeloid,leave:LIHC+PCPG,30,0.1009,0.0799,0.1219,100.07,0.71,,,,
L2CO,score_M2_Macrophage,leave:LIHC+PRAD,30,0.1276,0.1063,0.1488,128.92,0.775,,,,
L2CO,score_Myeloid,leave:LIHC+PRAD,30,0.105,0.0836,0.1263,118.4,0.755,,,,
L2CO,score_M2_Macrophage,leave:LIHC+READ,30,0.1328,0.1121,0.1535,131.83,0.78,,,,
L2CO,score_Myeloid,leave:LIHC+READ,30,0.1081,0.0873,0.1289,119.14,0.757,,,,
L2CO,score_M2_Macrophage,leave:LIHC+SARC,30,0.1369,0.1159,0.1577,125.64,0.769,,,,
L2CO,score_Myeloid,leave:LIHC+SARC,30,0.1129,0.0918,0.1339,111.03,0.739,,,,
L2CO,score_M2_Macrophage,leave:LIHC+SKCM,30,0.1306,0.1098,0.1513,130.09,0.777,,,,
L2CO,score_Myeloid,leave:LIHC+SKCM,30,0.1062,0.0853,0.127,117.88,0.754,,,,
L2CO,score_M2_Macrophage,leave:LIHC+STAD,30,0.1392,0.1181,0.1602,123.24,0.765,,,,
L2CO,score_Myeloid,leave:LIHC+STAD,30,0.1118,0.0905,0.133,116.21,0.75,,,,
L2CO,score_M2_Macrophage,leave:LIHC+TGCT,30,0.1337,0.1129,0.1544,130.99,0.779,,,,
L2CO,score_Myeloid,leave:LIHC+TGCT,30,0.1099,0.089,0.1308,116.54,0.751,,,,
L2CO,score_M2_Macrophage,leave:LIHC+THCA,30,0.1327,0.1114,0.1539,132.13,0.781,,,,
L2CO,score_Myeloid,leave:LIHC+THCA,30,0.108,0.0866,0.1294,119.39,0.757,,,,
L2CO,score_M2_Macrophage,leave:LIHC+THYM,30,0.1264,0.1055,0.1471,109.17,0.734,,,,
L2CO,score_Myeloid,leave:LIHC+THYM,30,0.1032,0.0822,0.124,106.64,0.728,,,,
L2CO,score_M2_Macrophage,leave:LIHC+UCEC,30,0.1308,0.1099,0.1516,131.26,0.779,,,,
L2CO,score_Myeloid,leave:LIHC+UCEC,30,0.107,0.0859,0.1279,119.25,0.757,,,,
L2CO,score_M2_Macrophage,leave:LIHC+UCS,30,0.1309,0.1102,0.1516,129.81,0.777,,,,
L2CO,score_Myeloid,leave:LIHC+UCS,30,0.1061,0.0853,0.1269,116.47,0.751,,,,
L2CO,score_M2_Macrophage,leave:LIHC+UVM,30,0.1338,0.1131,0.1544,129.57,0.776,,,,
L2CO,score_Myeloid,leave:LIHC+UVM,30,0.1094,0.0885,0.1302,116.03,0.75,,,,
L2CO,score_M2_Macrophage,leave:LUAD+LUSC,30,0.1512,0.1298,0.1724,120.02,0.758,,,,
L2CO,score_Myeloid,leave:LUAD+LUSC,30,0.1225,0.101,0.1439,104.22,0.722,,,,
L2CO,score_M2_Macrophage,leave:LUAD+MESO,30,0.1445,0.1236,0.1652,127.83,0.773,,,,
L2CO,score_Myeloid,leave:LUAD+MESO,30,0.1128,0.0917,0.1337,119.4,0.757,,,,
L2CO,score_M2_Macrophage,leave:LUAD+OV,30,0.1456,0.1243,0.1668,127.82,0.773,,,,
L2CO,score_Myeloid,leave:LUAD+OV,30,0.113,0.0916,0.1344,119.67,0.758,,,,
L2CO,score_M2_Macrophage,leave:LUAD+PAAD,30,0.1465,0.1255,0.1674,124.88,0.768,,,,
L2CO,score_Myeloid,leave:LUAD+PAAD,30,0.1137,0.0926,0.1348,118.71,0.756,,,,
L2CO,score_M2_Macrophage,leave:LUAD+PCPG,30,0.1386,0.1176,0.1595,117.81,0.754,,,,
L2CO,score_Myeloid,leave:LUAD+PCPG,30,0.1054,0.0842,0.1265,100.99,0.713,,,,
L2CO,score_M2_Macrophage,leave:LUAD+PRAD,30,0.1396,0.1182,0.1609,126.16,0.77,,,,
L2CO,score_Myeloid,leave:LUAD+PRAD,30,0.1097,0.0881,0.1312,119.0,0.756,,,,
L2CO,score_M2_Macrophage,leave:LUAD+READ,30,0.1443,0.1235,0.1651,128.04,0.774,,,,
L2CO,score_Myeloid,leave:LUAD+READ,30,0.1127,0.0917,0.1337,119.5,0.757,,,,
L2CO,score_M2_Macrophage,leave:LUAD+SARC,30,0.1487,0.1276,0.1696,120.99,0.76,,,,
L2CO,score_Myeloid,leave:LUAD+SARC,30,0.1176,0.0964,0.1387,111.0,0.739,,,,
L2CO,score_M2_Macrophage,leave:LUAD+SKCM,30,0.1421,0.1212,0.1629,126.76,0.771,,,,
L2CO,score_Myeloid,leave:LUAD+SKCM,30,0.1107,0.0896,0.1317,118.39,0.755,,,,
L2CO,score_M2_Macrophage,leave:LUAD+STAD,30,0.1512,0.13,0.1724,118.09,0.754,,,,
L2CO,score_Myeloid,leave:LUAD+STAD,30,0.1166,0.0952,0.1379,116.26,0.751,,,,
L2CO,score_M2_Macrophage,leave:LUAD+TGCT,30,0.1453,0.1243,0.1661,127.02,0.772,,,,
L2CO,score_Myeloid,leave:LUAD+TGCT,30,0.1145,0.0934,0.1355,116.75,0.752,,,,
L2CO,score_M2_Macrophage,leave:LUAD+THCA,30,0.1448,0.1234,0.1661,128.32,0.774,,,,
L2CO,score_Myeloid,leave:LUAD+THCA,30,0.1128,0.0913,0.1343,119.74,0.758,,,,
L2CO,score_M2_Macrophage,leave:LUAD+THYM,30,0.1378,0.1168,0.1586,106.71,0.728,,,,
L2CO,score_Myeloid,leave:LUAD+THYM,30,0.1077,0.0866,0.1287,107.39,0.73,,,,
L2CO,score_M2_Macrophage,leave:LUAD+UCEC,30,0.1424,0.1214,0.1633,127.88,0.773,,,,
L2CO,score_Myeloid,leave:LUAD+UCEC,30,0.1115,0.0904,0.1326,119.7,0.758,,,,
L2CO,score_M2_Macrophage,leave:LUAD+UCS,30,0.1424,0.1215,0.1631,126.42,0.771,,,,
L2CO,score_Myeloid,leave:LUAD+UCS,30,0.1107,0.0896,0.1316,116.99,0.752,,,,
L2CO,score_M2_Macrophage,leave:LUAD+UVM,30,0.1453,0.1244,0.166,125.59,0.769,,,,
L2CO,score_Myeloid,leave:LUAD+UVM,30,0.114,0.093,0.1349,116.28,0.751,,,,
L2CO,score_M2_Macrophage,leave:LUSC+MESO,30,0.1442,0.1234,0.165,128.15,0.774,,,,
L2CO,score_Myeloid,leave:LUSC+MESO,30,0.1203,0.0993,0.1412,104.93,0.724,,,,
L2CO,score_M2_Macrophage,leave:LUSC+OV,30,0.1453,0.124,0.1665,128.15,0.774,,,,
L2CO,score_Myeloid,leave:LUSC+OV,30,0.1209,0.0994,0.1422,105.14,0.724,,,,
L2CO,score_M2_Macrophage,leave:LUSC+PAAD,30,0.1462,0.1253,0.1671,125.22,0.768,,,,
L2CO,score_Myeloid,leave:LUSC+PAAD,30,0.1213,0.1002,0.1423,104.11,0.721,,,,
L2CO,score_M2_Macrophage,leave:LUSC+PCPG,30,0.1384,0.1174,0.1592,118.11,0.754,,,,
L2CO,score_Myeloid,leave:LUSC+PCPG,30,0.1131,0.0919,0.1341,87.48,0.669,,,,
L2CO,score_M2_Macrophage,leave:LUSC+PRAD,30,0.1393,0.1179,0.1606,126.46,0.771,,,,
L2CO,score_Myeloid,leave:LUSC+PRAD,30,0.1176,0.0961,0.139,104.91,0.724,,,,
L2CO,score_M2_Macrophage,leave:LUSC+READ,30,0.1441,0.1232,0.1648,128.37,0.774,,,,
L2CO,score_Myeloid,leave:LUSC+READ,30,0.1202,0.0992,0.1411,105.03,0.724,,,,
L2CO,score_M2_Macrophage,leave:LUSC+SARC,30,0.1484,0.1273,0.1693,121.34,0.761,,,,
L2CO,score_Myeloid,leave:LUSC+SARC,30,0.1253,0.1041,0.1463,95.88,0.698,,,,
L2CO,score_M2_Macrophage,leave:LUSC+SKCM,30,0.1418,0.1209,0.1626,127.08,0.772,,,,
L2CO,score_Myeloid,leave:LUSC+SKCM,30,0.1183,0.0972,0.1392,104.19,0.722,,,,
L2CO,score_M2_Macrophage,leave:LUSC+STAD,30,0.151,0.1297,0.1721,118.44,0.755,,,,
L2CO,score_Myeloid,leave:LUSC+STAD,30,0.1244,0.103,0.1457,101.26,0.714,,,,
L2CO,score_M2_Macrophage,leave:LUSC+TGCT,30,0.145,0.1241,0.1658,127.35,0.772,,,,
L2CO,score_Myeloid,leave:LUSC+TGCT,30,0.1221,0.1011,0.1431,102.04,0.716,,,,
L2CO,score_M2_Macrophage,leave:LUSC+THCA,30,0.1445,0.1231,0.1658,128.65,0.775,,,,
L2CO,score_Myeloid,leave:LUSC+THCA,30,0.1208,0.0992,0.1422,105.23,0.724,,,,
L2CO,score_M2_Macrophage,leave:LUSC+THYM,30,0.1376,0.1166,0.1584,107.0,0.729,,,,
L2CO,score_Myeloid,leave:LUSC+THYM,30,0.1153,0.0942,0.1362,93.58,0.69,,,,
L2CO,score_M2_Macrophage,leave:LUSC+UCEC,30,0.1421,0.1211,0.163,128.2,0.774,,,,
L2CO,score_Myeloid,leave:LUSC+UCEC,30,0.1192,0.098,0.1402,105.38,0.725,,,,
L2CO,score_M2_Macrophage,leave:LUSC+UCS,30,0.1421,0.1213,0.1628,126.74,0.771,,,,
L2CO,score_Myeloid,leave:LUSC+UCS,30,0.1182,0.0972,0.139,102.8,0.718,,,,
L2CO,score_M2_Macrophage,leave:LUSC+UVM,30,0.145,0.1242,0.1658,125.92,0.77,,,,
L2CO,score_Myeloid,leave:LUSC+UVM,30,0.1215,0.1005,0.1424,101.65,0.715,,,,
L2CO,score_M2_Macrophage,leave:MESO+OV,30,0.1389,0.1181,0.1596,135.31,0.786,,,,
L2CO,score_Myeloid,leave:MESO+OV,30,0.1113,0.0904,0.1322,120.07,0.758,,,,
L2CO,score_M2_Macrophage,leave:MESO+PAAD,30,0.14,0.1195,0.1604,132.49,0.781,,,,
L2CO,score_Myeloid,leave:MESO+PAAD,30,0.112,0.0914,0.1326,119.13,0.757,,,,
L2CO,score_M2_Macrophage,leave:MESO+PCPG,30,0.1325,0.1119,0.1529,124.54,0.767,,,,
L2CO,score_Myeloid,leave:MESO+PCPG,30,0.1041,0.0835,0.1247,101.2,0.713,,,,
L2CO,score_M2_Macrophage,leave:MESO+PRAD,30,0.1331,0.1122,0.1539,132.98,0.782,,,,
L2CO,score_Myeloid,leave:MESO+PRAD,30,0.1081,0.0871,0.1291,119.31,0.757,,,,
L2CO,score_M2_Macrophage,leave:MESO+READ,30,0.138,0.1176,0.1583,135.4,0.786,,,,
L2CO,score_Myeloid,leave:MESO+READ,30,0.1111,0.0905,0.1315,119.89,0.758,,,,
L2CO,score_M2_Macrophage,leave:MESO+SARC,30,0.142,0.1214,0.1624,128.84,0.775,,,,
L2CO,score_Myeloid,leave:MESO+SARC,30,0.1157,0.095,0.1363,111.54,0.74,,,,
L2CO,score_M2_Macrophage,leave:MESO+SKCM,30,0.1358,0.1154,0.1561,133.87,0.783,,,,
L2CO,score_Myeloid,leave:MESO+SKCM,30,0.1092,0.0886,0.1296,118.72,0.756,,,,
L2CO,score_M2_Macrophage,leave:MESO+STAD,30,0.1443,0.1236,0.1649,126.23,0.77,,,,
L2CO,score_Myeloid,leave:MESO+STAD,30,0.1147,0.0938,0.1355,116.76,0.752,,,,
L2CO,score_M2_Macrophage,leave:MESO+TGCT,30,0.1388,0.1184,0.1592,134.49,0.784,,,,
L2CO,score_Myeloid,leave:MESO+TGCT,30,0.1128,0.0922,0.1333,117.19,0.753,,,,
L2CO,score_M2_Macrophage,leave:MESO+THCA,30,0.1381,0.1172,0.1589,135.71,0.786,,,,
L2CO,score_Myeloid,leave:MESO+THCA,30,0.1111,0.0901,0.1321,120.13,0.759,,,,
L2CO,score_M2_Macrophage,leave:MESO+THYM,30,0.1317,0.1112,0.1521,113.35,0.744,,,,
L2CO,score_Myeloid,leave:MESO+THYM,30,0.1063,0.0857,0.1268,107.65,0.731,,,,
L2CO,score_M2_Macrophage,leave:MESO+UCEC,30,0.136,0.1155,0.1564,135.02,0.785,,,,
L2CO,score_Myeloid,leave:MESO+UCEC,30,0.11,0.0893,0.1305,120.06,0.758,,,,
L2CO,score_M2_Macrophage,leave:MESO+UCS,30,0.1361,0.1157,0.1564,133.56,0.783,,,,
L2CO,score_Myeloid,leave:MESO+UCS,30,0.1091,0.0886,0.1295,117.32,0.753,,,,
L2CO,score_M2_Macrophage,leave:MESO+UVM,30,0.1389,0.1185,0.1592,133.06,0.782,,,,
L2CO,score_Myeloid,leave:MESO+UVM,30,0.1123,0.0918,0.1327,116.71,0.752,,,,
L2CO,score_M2_Macrophage,leave:OV+PAAD,30,0.1409,0.12,0.1617,132.57,0.781,,,,
L2CO,score_Myeloid,leave:OV+PAAD,30,0.1122,0.0912,0.1332,119.39,0.757,,,,
L2CO,score_M2_Macrophage,leave:OV+PCPG,30,0.1331,0.1121,0.1539,124.72,0.767,,,,
L2CO,score_Myeloid,leave:OV+PCPG,30,0.104,0.083,0.125,101.48,0.714,,,,
L2CO,score_M2_Macrophage,leave:OV+PRAD,30,0.1338,0.1125,0.155,133.15,0.782,,,,
L2CO,score_Myeloid,leave:OV+PRAD,30,0.1082,0.0867,0.1296,119.59,0.757,,,,
L2CO,score_M2_Macrophage,leave:OV+READ,30,0.1388,0.118,0.1595,135.51,0.786,,,,
L2CO,score_Myeloid,leave:OV+READ,30,0.1113,0.0903,0.1321,120.16,0.759,,,,
L2CO,score_M2_Macrophage,leave:OV+SARC,30,0.143,0.122,0.1638,128.89,0.775,,,,
L2CO,score_Myeloid,leave:OV+SARC,30,0.1161,0.095,0.1371,111.78,0.741,,,,
L2CO,score_M2_Macrophage,leave:OV+SKCM,30,0.1365,0.1157,0.1573,134.01,0.784,,,,
L2CO,score_Myeloid,leave:OV+SKCM,30,0.1093,0.0883,0.1301,119.0,0.756,,,,
L2CO,score_M2_Macrophage,leave:OV+STAD,30,0.1454,0.1242,0.1665,126.23,0.77,,,,
L2CO,score_Myeloid,leave:OV+STAD,30,0.115,0.0937,0.1363,117.02,0.752,,,,
L2CO,score_M2_Macrophage,leave:OV+TGCT,30,0.1397,0.1188,0.1604,134.58,0.785,,,,
L2CO,score_Myeloid,leave:OV+TGCT,30,0.1131,0.0921,0.134,117.46,0.753,,,,
L2CO,score_M2_Macrophage,leave:OV+THCA,30,0.139,0.1176,0.1601,135.82,0.786,,,,
L2CO,score_Myeloid,leave:OV+THCA,30,0.1113,0.0899,0.1327,120.41,0.759,,,,
L2CO,score_M2_Macrophage,leave:OV+THYM,30,0.1323,0.1114,0.1531,113.54,0.745,,,,
L2CO,score_Myeloid,leave:OV+THYM,30,0.1063,0.0853,0.1272,107.93,0.731,,,,
L2CO,score_M2_Macrophage,leave:OV+UCEC,30,0.1368,0.1159,0.1576,135.16,0.785,,,,
L2CO,score_Myeloid,leave:OV+UCEC,30,0.1101,0.089,0.131,120.33,0.759,,,,
L2CO,score_M2_Macrophage,leave:OV+UCS,30,0.1369,0.1161,0.1575,133.7,0.783,,,,
L2CO,score_Myeloid,leave:OV+UCS,30,0.1092,0.0883,0.13,117.6,0.753,,,,
L2CO,score_M2_Macrophage,leave:OV+UVM,30,0.1398,0.119,0.1604,133.16,0.782,,,,
L2CO,score_Myeloid,leave:OV+UVM,30,0.1125,0.0916,0.1333,116.98,0.752,,,,
L2CO,score_M2_Macrophage,leave:PAAD+PCPG,30,0.1343,0.1136,0.1548,122.01,0.762,,,,
L2CO,score_Myeloid,leave:PAAD+PCPG,30,0.1049,0.0842,0.1256,100.64,0.712,,,,
L2CO,score_M2_Macrophage,leave:PAAD+PRAD,30,0.1351,0.114,0.156,130.43,0.778,,,,
L2CO,score_Myeloid,leave:PAAD+PRAD,30,0.109,0.0879,0.1301,118.69,0.756,,,,
L2CO,score_M2_Macrophage,leave:PAAD+READ,30,0.1398,0.1193,0.1602,132.69,0.781,,,,
L2CO,score_Myeloid,leave:PAAD+READ,30,0.112,0.0913,0.1325,119.22,0.757,,,,
L2CO,score_M2_Macrophage,leave:PAAD+SARC,30,0.1439,0.1232,0.1645,125.99,0.77,,,,
L2CO,score_Myeloid,leave:PAAD+SARC,30,0.1167,0.0958,0.1374,110.79,0.738,,,,
L2CO,score_M2_Macrophage,leave:PAAD+SKCM,30,0.1377,0.1171,0.1581,131.23,0.779,,,,
L2CO,score_Myeloid,leave:PAAD+SKCM,30,0.11,0.0894,0.1306,118.09,0.754,,,,
L2CO,score_M2_Macrophage,leave:PAAD+STAD,30,0.1463,0.1255,0.1671,123.29,0.765,,,,
L2CO,score_Myeloid,leave:PAAD+STAD,30,0.1157,0.0946,0.1366,116.03,0.75,,,,
L2CO,score_M2_Macrophage,leave:PAAD+TGCT,30,0.1407,0.1202,0.1612,131.75,0.78,,,,
L2CO,score_Myeloid,leave:PAAD+TGCT,30,0.1137,0.093,0.1343,116.5,0.751,,,,
L2CO,score_M2_Macrophage,leave:PAAD+THCA,30,0.1401,0.119,0.1609,132.99,0.782,,,,
L2CO,score_Myeloid,leave:PAAD+THCA,30,0.112,0.0909,0.1331,119.46,0.757,,,,
L2CO,score_M2_Macrophage,leave:PAAD+THYM,30,0.1335,0.113,0.154,110.85,0.738,,,,
L2CO,score_Myeloid,leave:PAAD+THYM,30,0.1071,0.0864,0.1277,107.05,0.729,,,,
L2CO,score_M2_Macrophage,leave:PAAD+UCEC,30,0.1379,0.1173,0.1584,132.38,0.781,,,,
L2CO,score_Myeloid,leave:PAAD+UCEC,30,0.1108,0.0901,0.1315,119.41,0.757,,,,
L2CO,score_M2_Macrophage,leave:PAAD+UCS,30,0.138,0.1175,0.1583,130.92,0.778,,,,
L2CO,score_Myeloid,leave:PAAD+UCS,30,0.11,0.0894,0.1305,116.69,0.751,,,,
L2CO,score_M2_Macrophage,leave:PAAD+UVM,30,0.1408,0.1203,0.1612,130.32,0.777,,,,
L2CO,score_Myeloid,leave:PAAD+UVM,30,0.1132,0.0926,0.1337,116.02,0.75,,,,
L2CO,score_M2_Macrophage,leave:PCPG+PRAD,30,0.1272,0.1061,0.1481,121.78,0.762,,,,
L2CO,score_Myeloid,leave:PCPG+PRAD,30,0.1008,0.0796,0.1218,100.31,0.711,,,,
L2CO,score_M2_Macrophage,leave:PCPG+READ,30,0.1323,0.1118,0.1528,124.73,0.767,,,,
L2CO,score_Myeloid,leave:PCPG+READ,30,0.1041,0.0834,0.1246,101.28,0.714,,,,
L2CO,score_M2_Macrophage,leave:PCPG+SARC,30,0.1363,0.1155,0.1569,118.58,0.755,,,,
L2CO,score_Myeloid,leave:PCPG+SARC,30,0.1086,0.0878,0.1294,93.52,0.69,,,,
L2CO,score_M2_Macrophage,leave:PCPG+SKCM,30,0.1301,0.1095,0.1506,122.96,0.764,,,,
L2CO,score_Myeloid,leave:PCPG+SKCM,30,0.1021,0.0814,0.1227,99.88,0.71,,,,
L2CO,score_M2_Macrophage,leave:PCPG+STAD,30,0.1385,0.1176,0.1593,116.2,0.75,,,,
L2CO,score_Myeloid,leave:PCPG+STAD,30,0.1075,0.0864,0.1284,98.61,0.706,,,,
L2CO,score_M2_Macrophage,leave:PCPG+TGCT,30,0.1332,0.1125,0.1537,123.9,0.766,,,,
L2CO,score_Myeloid,leave:PCPG+TGCT,30,0.1058,0.085,0.1264,98.81,0.706,,,,
L2CO,score_M2_Macrophage,leave:PCPG+THCA,30,0.1322,0.1111,0.1531,125.03,0.768,,,,
L2CO,score_Myeloid,leave:PCPG+THCA,30,0.1038,0.0826,0.1249,101.52,0.714,,,,
L2CO,score_M2_Macrophage,leave:PCPG+THYM,30,0.126,0.1054,0.1465,102.01,0.716,,,,
L2CO,score_Myeloid,leave:PCPG+THYM,30,0.0992,0.0785,0.1198,88.43,0.672,,,,
L2CO,score_M2_Macrophage,leave:PCPG+UCEC,30,0.1303,0.1096,0.1508,124.14,0.766,,,,
L2CO,score_Myeloid,leave:PCPG+UCEC,30,0.1029,0.0821,0.1235,101.31,0.714,,,,
L2CO,score_M2_Macrophage,leave:PCPG+UCS,30,0.1305,0.1099,0.1509,122.69,0.764,,,,
L2CO,score_Myeloid,leave:PCPG+UCS,30,0.1021,0.0815,0.1227,98.47,0.706,,,,
L2CO,score_M2_Macrophage,leave:PCPG+UVM,30,0.1333,0.1127,0.1537,122.48,0.763,,,,
L2CO,score_Myeloid,leave:PCPG+UVM,30,0.1053,0.0846,0.1259,98.26,0.705,,,,
L2CO,score_M2_Macrophage,leave:PRAD+READ,30,0.133,0.1121,0.1538,133.17,0.782,,,,
L2CO,score_Myeloid,leave:PRAD+READ,30,0.1081,0.087,0.129,119.4,0.757,,,,
L2CO,score_M2_Macrophage,leave:PRAD+SARC,30,0.1371,0.116,0.1581,126.96,0.772,,,,
L2CO,score_Myeloid,leave:PRAD+SARC,30,0.1129,0.0917,0.134,111.29,0.739,,,,
L2CO,score_M2_Macrophage,leave:PRAD+SKCM,30,0.1307,0.1098,0.1516,131.43,0.779,,,,
L2CO,score_Myeloid,leave:PRAD+SKCM,30,0.1061,0.085,0.127,118.13,0.755,,,,
L2CO,score_M2_Macrophage,leave:PRAD+STAD,30,0.1395,0.1182,0.1606,124.55,0.767,,,,
L2CO,score_Myeloid,leave:PRAD+STAD,30,0.1118,0.0903,0.1331,116.46,0.751,,,,
L2CO,score_M2_Macrophage,leave:PRAD+TGCT,30,0.1339,0.1129,0.1548,132.33,0.781,,,,
L2CO,score_Myeloid,leave:PRAD+TGCT,30,0.1099,0.0888,0.1309,116.79,0.752,,,,
L2CO,score_M2_Macrophage,leave:PRAD+THCA,30,0.1329,0.1114,0.1542,133.47,0.783,,,,
L2CO,score_Myeloid,leave:PRAD+THCA,30,0.108,0.0864,0.1294,119.64,0.758,,,,
L2CO,score_M2_Macrophage,leave:PRAD+THYM,30,0.1264,0.1054,0.1473,110.52,0.738,,,,
L2CO,score_Myeloid,leave:PRAD+THYM,30,0.103,0.0819,0.124,106.88,0.729,,,,
L2CO,score_M2_Macrophage,leave:PRAD+UCEC,30,0.1309,0.1099,0.1518,132.6,0.781,,,,
L2CO,score_Myeloid,leave:PRAD+UCEC,30,0.1069,0.0857,0.1279,119.5,0.757,,,,
L2CO,score_M2_Macrophage,leave:PRAD+UCS,30,0.1311,0.1102,0.1519,131.16,0.779,,,,
L2CO,score_Myeloid,leave:PRAD+UCS,30,0.106,0.085,0.127,116.72,0.752,,,,
L2CO,score_M2_Macrophage,leave:PRAD+UVM,30,0.134,0.1131,0.1548,130.91,0.778,,,,
L2CO,score_Myeloid,leave:PRAD+UVM,30,0.1094,0.0883,0.1303,116.29,0.751,,,,
L2CO,score_M2_Macrophage,leave:READ+SARC,30,0.1419,0.1213,0.1623,129.05,0.775,,,,
L2CO,score_Myeloid,leave:READ+SARC,30,0.1157,0.0949,0.1363,111.63,0.74,,,,
L2CO,score_M2_Macrophage,leave:READ+SKCM,30,0.1357,0.1152,0.156,134.07,0.784,,,,
L2CO,score_Myeloid,leave:READ+SKCM,30,0.1091,0.0885,0.1296,118.81,0.756,,,,
L2CO,score_M2_Macrophage,leave:READ+STAD,30,0.1442,0.1234,0.1648,126.45,0.771,,,,
L2CO,score_Myeloid,leave:READ+STAD,30,0.1147,0.0937,0.1355,116.86,0.752,,,,
L2CO,score_M2_Macrophage,leave:READ+TGCT,30,0.1387,0.1182,0.1591,134.69,0.785,,,,
L2CO,score_Myeloid,leave:READ+TGCT,30,0.1127,0.0921,0.1333,117.29,0.753,,,,
L2CO,score_M2_Macrophage,leave:READ+THCA,30,0.138,0.117,0.1587,135.91,0.787,,,,
L2CO,score_Myeloid,leave:READ+THCA,30,0.1111,0.09,0.132,120.23,0.759,,,,
L2CO,score_M2_Macrophage,leave:READ+THYM,30,0.1316,0.1111,0.152,113.54,0.745,,,,
L2CO,score_Myeloid,leave:READ+THYM,30,0.1062,0.0856,0.1267,107.73,0.731,,,,
L2CO,score_M2_Macrophage,leave:READ+UCEC,30,0.1359,0.1154,0.1563,135.22,0.786,,,,
L2CO,score_Myeloid,leave:READ+UCEC,30,0.1099,0.0892,0.1305,120.15,0.759,,,,
L2CO,score_M2_Macrophage,leave:READ+UCS,30,0.136,0.1156,0.1563,133.76,0.783,,,,
L2CO,score_Myeloid,leave:READ+UCS,30,0.1091,0.0885,0.1295,117.41,0.753,,,,
L2CO,score_M2_Macrophage,leave:READ+UVM,30,0.1388,0.1184,0.1591,133.27,0.782,,,,
L2CO,score_Myeloid,leave:READ+UVM,30,0.1122,0.0917,0.1327,116.8,0.752,,,,
L2CO,score_M2_Macrophage,leave:SARC+SKCM,30,0.1396,0.119,0.1601,127.68,0.773,,,,
L2CO,score_Myeloid,leave:SARC+SKCM,30,0.1137,0.093,0.1344,110.63,0.738,,,,
L2CO,score_M2_Macrophage,leave:SARC+STAD,30,0.1485,0.1275,0.1693,119.41,0.757,,,,
L2CO,score_Myeloid,leave:SARC+STAD,30,0.1195,0.0984,0.1405,108.19,0.732,,,,
L2CO,score_M2_Macrophage,leave:SARC+TGCT,30,0.1428,0.1221,0.1633,128.07,0.774,,,,
L2CO,score_Myeloid,leave:SARC+TGCT,30,0.1175,0.0967,0.1381,108.79,0.733,,,,
L2CO,score_M2_Macrophage,leave:SARC+THCA,30,0.1422,0.1211,0.1631,129.35,0.776,,,,
L2CO,score_Myeloid,leave:SARC+THCA,30,0.1159,0.0947,0.1371,111.87,0.741,,,,
L2CO,score_M2_Macrophage,leave:SARC+THYM,30,0.1355,0.1148,0.156,107.44,0.73,,,,
L2CO,score_Myeloid,leave:SARC+THYM,30,0.1108,0.09,0.1315,99.79,0.709,,,,
L2CO,score_M2_Macrophage,leave:SARC+UCEC,30,0.1399,0.1192,0.1605,128.81,0.775,,,,
L2CO,score_Myeloid,leave:SARC+UCEC,30,0.1146,0.0937,0.1353,111.89,0.741,,,,
L2CO,score_M2_Macrophage,leave:SARC+UCS,30,0.1399,0.1194,0.1604,127.35,0.772,,,,
L2CO,score_Myeloid,leave:SARC+UCS,30,0.1137,0.093,0.1343,109.23,0.735,,,,
L2CO,score_M2_Macrophage,leave:SARC+UVM,30,0.1428,0.1222,0.1632,126.65,0.771,,,,
L2CO,score_Myeloid,leave:SARC+UVM,30,0.1169,0.0962,0.1375,108.35,0.732,,,,
L2CO,score_M2_Macrophage,leave:SKCM+STAD,30,0.1419,0.1212,0.1626,125.16,0.768,,,,
L2CO,score_Myeloid,leave:SKCM+STAD,30,0.1127,0.0917,0.1335,115.82,0.75,,,,
L2CO,score_M2_Macrophage,leave:SKCM+TGCT,30,0.1365,0.116,0.1569,133.19,0.782,,,,
L2CO,score_Myeloid,leave:SKCM+TGCT,30,0.1108,0.0902,0.1314,116.18,0.75,,,,
L2CO,score_M2_Macrophage,leave:SKCM+THCA,30,0.1357,0.1147,0.1565,134.38,0.784,,,,
L2CO,score_Myeloid,leave:SKCM+THCA,30,0.1091,0.088,0.13,119.06,0.756,,,,
